IN1,IN2,IN3,IN4,IN5,Out1,Out2
0.07940116597,0.7651660672,-0.6507604519,0.8932481248,-0.4124322643,-0.3143451207,0.5057067663
0.07473386912,0.722579973,-0.6651522943,0.8931063775,-0.4654673052,-0.2185157407,0.5057067663
0.06832669237,0.7694109834,-0.6666441316,0.8994495707,-0.537492183,-0.2185157407,0.3783581881
0.0635213098,0.7963867408,-0.6640114775,0.9041272327,-0.5793661783,-0.2185157407,0.3783581881
0.05722460162,0.7001229973,-0.6648714778,0.9038083012,-0.5802092789,-0.2185157407,0.3783581881
0.05739030447,0.6741057693,-0.6625722932,0.9001937442,-0.5773186483,-0.1226863606,0.3783581881
0.05570565885,0.7261402253,-0.6620808645,0.8958350137,-0.5808516412,-0.1226863606,0.3783581881
0.055733276,0.7292896792,-0.6587637203,0.8979966605,-0.6085535173,-0.1226863606,0.3783581881
0.05932350435,0.7379164442,-0.655358821,0.9005126757,-0.636295541,-0.1226863606,0.3783581881
0.06006916716,0.8141880021,-0.6573245361,0.8998393758,-0.6363758363,-0.1226863606,0.2510096099
0.05907495008,0.8051504387,-0.6546567799,0.8952325875,-0.6364962792,-0.1226863606,0.3783581881
0.0502374649,0.759141025,-0.6546567799,0.8913699726,-0.6365765745,-0.1226863606,0.3783581881
0.03960486555,0.7637967394,-0.6575175974,0.8909092938,-0.6381021851,-0.1226863606,0.3783581881
0.02935890618,0.7243600991,-0.6559380049,0.8927165723,-0.638222628,-0.2185157407,0.3783581881
0.02350407225,0.6458976169,-0.6596237207,0.8943112298,-0.6773264357,-0.2185157407,0.5057067663
0.018367284,0.7042309807,-0.6631514771,0.8987053972,-0.7598298492,-0.2185157407,0.5057067663
0.01336858145,0.7873491774,-0.6571139238,0.9001937442,-0.8051966897,-0.2185157407,0.5057067663
0.006906170414,0.7594148905,-0.64372249,0.898740834,-0.8222192918,-0.3143451207,0.5057067663
-0.001102800524,0.7369579148,-0.6451616742,0.9031704382,-0.8545782948,-0.3143451207,0.5057067663
-0.008697514345,0.7495557304,-0.6444771841,0.906182569,-0.9053650676,-0.3143451207,0.5057067663
-0.0157122682,0.7431198898,-0.6417216728,0.909584505,-0.9529400287,-0.2185157407,0.3783581881
-0.01214965699,0.7458585454,-0.6461971848,0.9167427454,-0.9919635411,-0.2185157407,0.2510096099
-0.001599909065,0.761605815,-0.6537967796,0.9148291564,-1.018501135,-0.1226863606,0.1236610317
0.008342261755,0.7669461934,-0.6595008635,0.9090529525,-1.018902612,-0.02685698061,-0.003687546497
0.01839490114,0.7620166133,-0.663730661,0.9001228705,-1.019304088,0.06897239942,-0.1310361247
0.02640387208,0.7516097221,-0.6639061713,0.89576414,-1.017658035,0.1648017794,-0.2583847029
0.03595940292,0.7691371178,-0.6601151494,0.8941340457,-1.016694491,0.1648017794,-0.3857332811
0.04777953934,0.76037342,-0.6640114775,0.8926456986,-1.000113513,0.2606311595,-0.5130818593
0.05559519029,0.6950564845,-0.6670829073,0.8871529895,-0.9225081127,0.3564605395,-0.5130818593
0.06611732107,0.6804046771,-0.6807200555,0.8801719333,-0.8285626199,0.4522899195,-0.5130818593
0.07846218317,0.7399704359,-0.6859327106,0.882794259,-0.7972876033,0.4522899195,-0.5130818593
0.08467603994,0.7673569917,-0.6810359739,0.8781165969,-0.770067499,0.5481192996,-0.5130818593
0.08848720542,0.7254555614,-0.6785788301,0.8734389349,-0.7026194529,0.5481192996,-0.5130818593
0.09326497084,0.7470909404,-0.6721902562,0.8791088283,-0.6364962792,0.5481192996,-0.5130818593
0.09599906782,0.7691371178,-0.6709792353,0.8797821281,-0.6038562426,0.5481192996,-0.3857332811
0.09735230773,0.7234015697,-0.681071076,0.8731200034,-0.6053015579,0.5481192996,-0.3857332811
0.09693805061,0.7114884179,-0.6813694435,0.8685486519,-0.6078308596,0.5481192996,-0.3857332811
0.09928550761,0.6975212745,-0.6764727069,0.8727301983,-0.5808917889,0.5481192996,-0.3857332811
0.1031795245,0.6799938788,-0.6793335243,0.8750335924,-0.5518650405,0.5481192996,-0.2583847029
0.1046984673,0.6850603916,-0.6638008652,0.8718088406,-0.5532702081,0.4522899195,-0.2583847029
0.1088962727,0.6598647603,-0.6563943316,0.8642607951,-0.5562812816,0.4522899195,-0.2583847029
0.1137292724,0.6851973244,-0.6575175974,0.8651821528,-0.5540330134,0.5481192996,-0.2583847029
0.116573838,0.6951934173,-0.66115066,0.8708520461,-0.5126006422,0.5481192996,-0.2583847029
0.1220144148,0.6830063999,-0.6654331107,0.8735806823,-0.470606204,0.5481192996,-0.2583847029
0.12949866,0.7053264429,-0.6575175974,0.8829360063,-0.4694017746,0.6439486796,-0.2583847029
0.1339174026,0.7403812343,-0.6632567833,0.8886413365,-0.437564691,0.6439486796,-0.2583847029
0.1333098255,0.8033703125,-0.6660122946,0.8845306638,-0.4065305602,0.6439486796,-0.2583847029
0.1367067339,0.8151465315,-0.664362498,0.8875782315,-0.3758176107,0.7397780596,-0.3857332811
0.1393855966,0.778311614,-0.6607645374,0.8914054095,-0.3360714407,0.7397780596,-0.2583847029
0.1419263736,0.7422982932,-0.6451616742,0.8864796896,-0.3335421389,0.7397780596,-0.2583847029
0.1494106188,0.691633165,-0.6350522825,0.8903777413,-0.3331005148,0.6439486796,-0.2583847029
0.1525313558,0.6857450555,-0.6427571835,0.8909447306,-0.3326187431,0.6439486796,-0.3857332811
0.15297323,0.725044763,-0.6455126947,0.8847787216,-0.3343852395,0.5481192996,-0.3857332811
0.1533874872,0.7670831261,-0.6426518773,0.881943775,-0.3355896689,0.5481192996,-0.3857332811
0.1514542873,0.7395596376,-0.6530420854,0.884282606,-0.3360714407,0.5481192996,-0.3857332811
0.1489687446,0.7692740506,-0.6712600518,0.8907675465,-0.3363123266,0.4522899195,-0.3857332811
0.1489687446,0.8189806493,-0.6648012737,0.8897044415,-0.3345458301,0.4522899195,-0.3857332811
0.1489687446,0.7599626216,-0.6596237207,0.8889957048,-0.3349071589,0.3564605395,-0.3857332811
0.1489687446,0.7476386715,-0.66115066,0.8965437503,-0.3365130648,0.3564605395,-0.3857332811
0.1446328534,0.8232255655,-0.6605714761,0.8906966728,-0.316278651,0.3564605395,-0.3857332811
0.1294710429,0.7538006466,-0.666293111,0.8816248435,-0.2767733668,0.2606311595,-0.2583847029
0.1130664611,0.6156354727,-0.6824400561,0.8795340703,-0.2429289009,0.2606311595,-0.2583847029
0.09685519919,0.7087497624,-0.6841776078,0.8842471691,-0.2220922723,0.1648017794,-0.1310361247
0.08194194296,0.8578695585,-0.6677849484,0.8929291933,-0.2190811989,0.06897239942,-0.1310361247
0.07467863484,0.718882788,-0.6577282097,0.8968981187,-0.2596704694,-0.02685698061,-0.1310361247
0.07349109776,0.6876621144,-0.6582898426,0.8982801552,-0.3726459466,-0.02685698061,-0.003687546497
0.0777441375,0.8188437165,-0.6622914768,0.8992015128,-0.4460358444,-0.1226863606,-0.003687546497
0.07559000049,0.7610580839,-0.6608698436,0.896402003,-0.4446708244,-0.2185157407,0.1236610317
0.07321492635,0.7333976625,-0.656008209,0.896402003,-0.4449117103,-0.1226863606,-0.1310361247
0.07343586348,0.6939610222,-0.6497951454,0.9028160698,-0.444831415,0.1648017794,-0.5130818593
0.0780755432,0.7224430402,-0.6428273876,0.9009024808,-0.4428240326,0.2606311595,-0.6404304375
0.0832399486,0.8437654823,-0.6464780012,0.896402003,-0.4421415226,0.4522899195,-0.8951275939
0.08067155447,0.8852561143,-0.6510412683,0.8993078233,-0.4822891691,0.6439486796,-1.022476172
0.08130674871,0.8106277498,-0.6556220864,0.897677729,-0.5296232443,0.7397780596,-1.277173328
0.0865263884,0.7751621601,-0.6563592296,0.8954452085,-0.5101917834,0.9314368197,-1.404521907
0.08473127422,0.7401073687,-0.6704702555,0.8863733791,-0.323545375,1.5064131,-2.041264798
0.0799535088,0.7564023694,-0.6901098551,0.8741476716,-0.06258567291,1.79390124,-2.295961954
0.08293616004,0.841437625,-0.6930057746,0.8711709776,0.02292881407,1.5064131,-2.041264798
0.08727205121,0.8339063222,-0.6886882218,0.8700724358,0.06560576227,1.31475434,-1.659219063
0.08600166271,0.7655768656,-0.6879335277,0.8699661253,0.1181991791,1.0272662,-1.404521907
0.08238381722,0.6339844651,-0.6753669921,0.8698598148,0.1485507999,0.8356074396,-1.14982475
0.07893167457,0.5820869419,-0.6511114724,0.8776913549,0.1831982188,0.5481192996,-0.7677790157
0.07871073745,0.7146378718,-0.645688205,0.890023373,0.1881765269,-0.1226863606,-0.1310361247
0.08390275998,0.7583194283,-0.6500057577,0.8945947245,0.07074466101,-0.9851507809,0.3783581881
0.09724183917,0.7379164442,-0.6412302441,0.903631117,-0.1726303719,-1.272638921,0.2510096099
0.1134254839,0.6901269044,-0.6310155462,0.9149354669,-0.371802846,-0.9851507809,0.1236610317
0.1301062372,0.7316175364,-0.6264347281,0.91277382,-0.4569961518,-0.7934920208,0.1236610317
0.142589185,0.7680416556,-0.6373690181,0.9088403315,-0.4568757089,-0.6018332608,-0.003687546497
0.1437214877,0.7376425787,-0.650830656,0.9077772265,-0.4529813872,-0.1226863606,-0.1310361247
0.1405178994,0.7828303957,-0.6492335125,0.9050131535,-0.4154031901,0.1648017794,-0.2583847029
0.1384189966,0.7650291345,-0.6561837193,0.9013631597,-0.3262352673,0.1648017794,-0.3857332811
0.1407940708,0.7904986313,-0.6636429059,0.8969335555,-0.2357023245,0.1648017794,-0.5130818593
0.1500181959,0.7349039231,-0.6761918904,0.8899170625,-0.1590203197,0.1648017794,-0.6404304375
0.1571434184,0.6831433327,-0.6743665836,0.8856292056,-0.1102409293,0.1648017794,-0.6404304375
0.159021384,0.8119970776,-0.6725061747,0.8872947368,-0.1029742053,0.1648017794,-0.6404304375
0.1581376354,0.7941958163,-0.6845812815,0.8808097963,-0.08514865023,0.1648017794,-0.6404304375
0.1594356411,0.7791332107,-0.6840020976,0.8771952393,-0.04146801087,0.1648017794,-0.6404304375
0.1583861897,0.7620166133,-0.6807551575,0.8790379546,-0.01930651002,0.1648017794,-0.5130818593
0.1556520927,0.6636988781,-0.6770343397,0.8774432971,-0.02047079177,0.06897239942,-0.5130818593
0.1547683442,0.6805416099,-0.6790351568,0.8742539821,-0.02388334172,-0.02685698061,-0.5130818593
0.1587175954,0.709571359,-0.67208495,0.8730845666,-0.0241242276,-0.02685698061,-0.5130818593
0.160595561,0.7082020312,-0.6632567833,0.8704622409,0.004942668449,-0.02685698061,-0.5130818593
0.1589385325,0.7618796805,-0.6455126947,0.8676981679,0.03826521502,-0.02685698061,-0.3857332811
0.1556520927,0.7870753118,-0.6256975849,0.8840345481,0.03959008735,-0.02685698061,-0.2583847029
0.150625773,0.792552623,-0.6325775876,0.9009379177,0.03593665152,-0.1226863606,-0.3857332811
0.1457375391,0.7516097221,-0.6351224866,0.8994495707,0.03417015508,-0.1226863606,-0.3857332811
0.1444671506,0.6663006009,-0.6403702437,0.9024262647,0.03609724211,-0.1226863606,-0.3857332811
0.1507086245,0.6775290888,-0.6499004516,0.905757327,0.009720238379,-0.1226863606,-0.3857332811
0.1612859895,0.7989884636,-0.6473380016,0.9066432478,-0.07053490692,-0.02685698061,-0.3857332811
0.1671684406,0.793785018,-0.6520065748,0.9063243163,-0.1269423502,-0.02685698061,-0.3857332811
0.168217892,0.7502403943,-0.6638359672,0.9075291687,-0.1269022026,-0.02685698061,-0.3857332811
0.1703444118,0.7824195974,-0.6692592346,0.9058990743,-0.1192340021,-0.02685698061,-0.3857332811
0.171559566,0.7098452246,-0.6825804643,0.8924330776,-0.04588425198,-0.02685698061,-0.6404304375
0.1657599664,0.6649312731,-0.694567816,0.8843534796,0.06307646054,-0.02685698061,-0.7677790157
0.1552102185,0.7220322419,-0.6876176092,0.8899524993,0.101176577,-0.02685698061,-0.5130818593
0.1421473107,0.7464062765,-0.6782980137,0.8894918205,0.1009758388,-0.02685698061,-0.3857332811
0.1282558887,0.8277443472,-0.6809657698,0.8849913426,0.1361050295,-0.02685698061,-0.1310361247
0.1145577867,0.8273335488,-0.6731555627,0.8828296958,0.1743255889,-0.02685698061,-0.003687546497
0.1018262846,0.7421613604,-0.6685747446,0.8888185206,0.172840126,-0.1226863606,0.1236610317
0.0961923878,0.7904986313,-0.6574298423,0.8989888918,0.1214511385,-0.1226863606,0.3783581881
0.09461821076,0.7705064456,-0.6391241208,0.9041981063,-0.003287599078,-0.1226863606,0.5057067663
0.09461821076,0.6856081227,-0.6396857537,0.9034539328,-0.09197375013,-0.1226863606,0.6330553445
0.09815320483,0.7349039231,-0.6379130999,0.900867044,-0.1331250878,-0.02685698061,0.7604039227
0.1041737416,0.7443522849,-0.6384747328,0.898315592,-0.1605057827,-0.02685698061,0.6330553445
0.1058307701,0.7301112759,-0.6404755499,0.895338898,-0.1588597292,-0.02685698061,0.5057067663
0.1037594845,0.7788593451,-0.649514329,0.8942049193,-0.1598232727,0.06897239942,0.5057067663
0.1035661645,0.7631120756,-0.6562188214,0.8897044415,-0.1610277021,0.06897239942,0.3783581881
0.1079020557,0.7353147214,-0.6590796388,0.8870821158,-0.1608671115,0.06897239942,0.2510096099
0.1116303697,0.7699587145,-0.65790372,0.8929646302,-0.1601846015,0.06897239942,0.1236610317
0.1132873982,0.75790863,-0.6550780046,0.8952325875,-0.1581370715,0.06897239942,0.1236610317
0.1175680551,0.7674939245,-0.6613612724,0.889810752,-0.1582575145,0.06897239942,-0.003687546497
0.1158557923,0.793785018,-0.6651522943,0.894275793,-0.1558486557,-0.02685698061,-0.1310361247
0.1082058442,0.7391488393,-0.6653629066,0.8960121978,-0.155125998,-0.02685698061,-0.1310361247
0.104063273,0.7190197208,-0.6573947402,0.897039866,-0.1554873268,-0.02685698061,-0.1310361247
0.1078468214,0.7191566535,-0.6692592346,0.897252487,-0.1523959581,-0.02685698061,-0.1310361247
0.1154691523,0.6660267354,-0.686213527,0.896402003,-0.1502681328,-0.1226863606,-0.1310361247
0.1158834095,0.6752012315,-0.685546588,0.8962956925,-0.151271824,-0.1226863606,-0.003687546497
0.1162976666,0.7239493008,-0.6869682212,0.8901296835,-0.1550055551,-0.1226863606,-0.003687546497
0.1124036497,0.7609211511,-0.6831420972,0.8892437626,-0.1541223069,-0.02685698061,-0.003687546497
0.1112161126,0.823499431,-0.6805094431,0.8909801675,-0.1517937434,0.06897239942,-0.003687546497
0.1123207982,0.8111754809,-0.6712600518,0.8929291933,-0.1517535957,-0.02685698061,-0.003687546497
0.108951507,0.7413397637,-0.6672584175,0.8958350137,-0.1516733004,-0.02685698061,-0.003687546497
0.1104980669,0.7684524539,-0.6628004566,0.8914762831,-0.1896128263,-0.02685698061,0.2510096099
0.1127074382,0.7129946785,-0.6505849416,0.893850551,-0.2338956804,-0.1226863606,0.2510096099
0.1101942784,0.6323412718,-0.6529367793,0.8973233607,-0.2391550221,-0.1226863606,0.1236610317
0.09895410192,0.7268248892,-0.6547620861,0.8981738447,-0.2398375321,-0.1226863606,0.1236610317
0.08782439403,0.7150486702,-0.6503041252,0.9014694702,-0.2334942039,-0.2185157407,-0.003687546497
0.0865263884,0.6521965247,-0.6500057577,0.9001937442,-0.2375491162,-0.2185157407,-0.1310361247
0.09395539937,0.7410658982,-0.6499355536,0.901930149,-0.2766529239,-0.3143451207,-0.2583847029
0.1087858042,0.8004947242,-0.6528314731,0.9010087913,-0.3135084634,-0.3143451207,-0.3857332811
0.1238923804,0.7166918635,-0.6460041235,0.9016466543,-0.3134281681,-0.2185157407,-0.3857332811
0.1351877911,0.7592779577,-0.6476539201,0.9003709283,-0.314913631,-0.1226863606,-0.5130818593
0.1432796135,0.7773530845,-0.655323719,0.8961185083,-0.257221463,-0.1226863606,-0.7677790157
0.1488306589,0.7012184595,-0.6583600467,0.8907675465,-0.1339280407,-0.02685698061,-0.8951275939
0.1552102185,0.6824586688,-0.6667494377,0.8871884263,-0.06977210163,0.06897239942,-0.7677790157
0.1589385325,0.7171026619,-0.6705053576,0.885345711,-0.07061520221,0.06897239942,-0.5130818593
0.1531113157,0.6949195517,-0.6679429076,0.8835738693,-0.07290361806,0.1648017794,-0.3857332811
0.1392475109,0.7815980007,-0.6706808679,0.8862316318,-0.073024061,0.2606311595,-0.2583847029
0.1246656603,0.8087106909,-0.6680833158,0.8873656105,-0.07314450394,0.3564605395,-0.1310361247
0.1178718436,0.6935502239,-0.6615016806,0.8896690046,-0.07326494688,0.3564605395,-0.003687546497
0.1226219919,0.7184719897,-0.6615016806,0.8904840518,-0.07342553746,0.3564605395,0.1236610317
0.1327298656,0.7550330416,-0.6645029063,0.8880389103,-0.0735459804,0.2606311595,0.2510096099
0.1361267739,0.7451738815,-0.6666792336,0.8859481371,-0.07479055744,0.2606311595,0.1236610317
0.1357125168,0.7825565301,-0.6660122946,0.887046679,-0.07736000682,0.1648017794,-0.003687546497
0.1319565856,0.7751621601,-0.668873112,0.8912282253,-0.07659720153,0.1648017794,-0.003687546497
0.1336136141,0.7013553923,-0.6676445401,0.893850551,-0.07226125571,0.06897239942,-0.003687546497
0.1352154083,0.7314806036,-0.6636429059,0.8931772512,-0.07117726926,0.06897239942,-0.003687546497
0.1240857004,0.76776779,-0.6606592313,0.8950199665,-0.07583439625,-0.02685698061,-0.003687546497
0.1162148151,0.7495557304,-0.6154828871,0.8835384325,-0.08253905321,-0.02685698061,-0.003687546497
0.118148015,0.7618796805,-0.5837681808,0.8797466913,-0.1363368995,0.06897239942,-0.003687546497
0.1304928771,0.7303851414,-0.6157988056,0.8960830715,-0.2129386089,0.06897239942,-0.003687546497
0.1418711393,0.6961519467,-0.631506975,0.9025325752,-0.2458998267,0.06897239942,-0.003687546497
0.1417882879,0.7216214436,-0.6447580006,0.9043044168,-0.2598712077,0.06897239942,0.1236610317
0.1388608709,0.6817740049,-0.6616596398,0.9047650957,-0.2585463353,0.06897239942,0.1236610317
0.1372866939,0.7195674519,-0.6626600484,0.8973233607,-0.2568601342,0.06897239942,0.1236610317
0.1303824086,0.83774044,-0.6627653545,0.89363793,-0.2515606449,0.06897239942,0.1236610317
0.1207992606,0.7555807727,-0.6594306594,0.892787446,-0.2384323645,0.1648017794,0.1236610317
0.1127902896,0.6701347187,-0.6612559662,0.8888185206,-0.198967228,0.1648017794,-0.003687546497
0.116380518,0.6888945094,-0.6658016823,0.8867986211,-0.1627139032,0.06897239942,-0.003687546497
0.1289187001,0.6690392565,-0.6660122946,0.8905194886,-0.1641993661,-0.02685698061,-0.003687546497
0.1360991568,0.7214845108,-0.6691539285,0.8897398783,-0.1646008426,-0.02685698061,-0.003687546497
0.1430586764,0.8178851871,-0.670119235,0.8841408586,-0.1650424667,0.06897239942,-0.003687546497
0.1472564818,0.752294386,-0.6718216846,0.8828296958,-0.1654840908,0.06897239942,-0.1310361247
0.1504600702,0.718882788,-0.6658016823,0.8847432848,-0.1659257149,0.06897239942,-0.2583847029
0.1524208872,0.7602364872,-0.660501272,0.8868694948,-0.1663271914,0.06897239942,-0.2583847029
0.1422301621,0.7103929557,-0.6648714778,0.8859127003,-0.1670899967,0.06897239942,-0.2583847029
0.1275930773,0.7186089224,-0.6666441316,0.8850976531,-0.1245334914,0.06897239942,-0.2583847029
0.125770346,0.7995361947,-0.6647661717,0.8872947368,-0.07635631565,0.06897239942,-0.1310361247
0.1348840026,0.7695479162,-0.6664686213,0.8870821158,-0.0803710803,0.1648017794,-0.1310361247
0.1393855966,0.7776269501,-0.6661878049,0.883432122,-0.08213757675,0.1648017794,-0.1310361247
0.1381980595,0.7369579148,-0.6677147442,0.884495227,-0.08205728145,0.06897239942,-0.1310361247
0.1357125168,0.6894422405,-0.6616245378,0.8829714431,-0.08370333496,-0.1226863606,-0.003687546497
0.1275930773,0.8040549764,-0.6588690265,0.8816957171,-0.08390407319,-0.2185157407,-0.003687546497
0.1110227926,0.7872122446,-0.6565873929,0.8896690046,-0.08181639557,-0.3143451207,-0.003687546497
0.08439986853,0.6954672828,-0.6479698386,0.8944529772,-0.07912650326,-0.5060038807,0.1236610317
0.05846737297,0.7019031234,-0.6522171872,0.8937088037,-0.08282008674,-0.6018332608,0.1236610317
0.04283607107,0.6804046771,-0.6503743293,0.8966500608,-0.1762436601,-0.6976626408,0.2510096099
0.0360146372,0.7190197208,-0.637333916,0.9084859632,-0.347393077,-0.8893214009,0.2510096099
0.03562799723,0.83281086,-0.6294359537,0.9160340087,-0.460729883,-0.7934920208,0.2510096099
0.04269798536,0.7694109834,-0.6320159548,0.911923336,-0.5219148962,-0.6018332608,0.3783581881
0.05214304764,0.7147748046,-0.6641518857,0.9150772142,-0.5458830411,-0.5060038807,0.3783581881
0.06186428133,0.7599626216,-0.6926898561,0.9094781945,-0.5417879812,-0.4101745007,0.5057067663
0.07130934361,0.7303851414,-0.6860029147,0.8950199665,-0.5424303435,-0.3143451207,0.2510096099
0.08003636022,0.7354516542,-0.6739278079,0.890023373,-0.5456823029,-0.2185157407,0.1236610317
0.07757843466,0.7768053534,-0.6757180127,0.8875782315,-0.5441165447,-0.1226863606,-0.003687546497
0.06702868673,0.7361363181,-0.6822118928,0.880242807,-0.4924866713,-0.02685698061,-0.003687546497
0.05871592724,0.7532529155,-0.6793335243,0.8776913549,-0.436761738,0.06897239942,-0.1310361247
