IN1,IN2,IN5,Out1
0.05559519029,0.6950564845,-0.9225081127,0.3564605395
0.06611732107,0.6804046771,-0.8285626199,0.4522899195
0.07846218317,0.7399704359,-0.7972876033,0.4522899195
0.08467603994,0.7673569917,-0.770067499,0.5481192996
0.08848720542,0.7254555614,-0.7026194529,0.5481192996
0.09326497084,0.7470909404,-0.6364962792,0.5481192996
0.09599906782,0.7691371178,-0.6038562426,0.5481192996
0.09735230773,0.7234015697,-0.6053015579,0.5481192996
0.09693805061,0.7114884179,-0.6078308596,0.5481192996
0.09928550761,0.6975212745,-0.5808917889,0.5481192996
0.1031795245,0.6799938788,-0.5518650405,0.5481192996
0.1046984673,0.6850603916,-0.5532702081,0.4522899195
0.1088962727,0.6598647603,-0.5562812816,0.4522899195
0.1137292724,0.6851973244,-0.5540330134,0.5481192996
0.116573838,0.6951934173,-0.5126006422,0.5481192996
0.1220144148,0.6830063999,-0.470606204,0.5481192996
0.12949866,0.7053264429,-0.4694017746,0.6439486796
0.1339174026,0.7403812343,-0.437564691,0.6439486796
0.1333098255,0.8033703125,-0.4065305602,0.6439486796
0.1367067339,0.8151465315,-0.3758176107,0.7397780596
0.1393855966,0.778311614,-0.3360714407,0.7397780596
0.1419263736,0.7422982932,-0.3335421389,0.7397780596
0.1494106188,0.691633165,-0.3331005148,0.6439486796
0.1525313558,0.6857450555,-0.3326187431,0.6439486796
0.15297323,0.725044763,-0.3343852395,0.5481192996
0.1533874872,0.7670831261,-0.3355896689,0.5481192996
0.1514542873,0.7395596376,-0.3360714407,0.5481192996
0.1489687446,0.7692740506,-0.3363123266,0.4522899195
0.1489687446,0.8189806493,-0.3345458301,0.4522899195
0.1489687446,0.7599626216,-0.3349071589,0.3564605395
0.1489687446,0.7476386715,-0.3365130648,0.3564605395
0.1446328534,0.8232255655,-0.316278651,0.3564605395
0.1294710429,0.7538006466,-0.2767733668,0.2606311595
0.1130664611,0.6156354727,-0.2429289009,0.2606311595
0.09685519919,0.7087497624,-0.2220922723,0.1648017794
0.08194194296,0.8578695585,-0.2190811989,0.06897239942
0.07467863484,0.718882788,-0.2596704694,-0.02685698061
0.07349109776,0.6876621144,-0.3726459466,-0.02685698061
0.0777441375,0.8188437165,-0.4460358444,-0.1226863606
0.07559000049,0.7610580839,-0.4446708244,-0.2185157407
0.07321492635,0.7333976625,-0.4449117103,-0.1226863606
0.07343586348,0.6939610222,-0.444831415,0.1648017794
0.0780755432,0.7224430402,-0.4428240326,0.2606311595
0.0832399486,0.8437654823,-0.4421415226,0.4522899195
0.08067155447,0.8852561143,-0.4822891691,0.6439486796
0.08130674871,0.8106277498,-0.5296232443,0.7397780596
0.0865263884,0.7751621601,-0.5101917834,0.9314368197
0.08473127422,0.7401073687,-0.323545375,1.5064131
0.0799535088,0.7564023694,-0.06258567291,1.79390124
0.08293616004,0.841437625,0.02292881407,1.5064131
0.08727205121,0.8339063222,0.06560576227,1.31475434
0.08600166271,0.7655768656,0.1181991791,1.0272662
0.08238381722,0.6339844651,0.1485507999,0.8356074396
0.07893167457,0.5820869419,0.1831982188,0.5481192996
0.07871073745,0.7146378718,0.1881765269,-0.1226863606
0.08390275998,0.7583194283,0.07074466101,-0.9851507809
0.09724183917,0.7379164442,-0.1726303719,-1.272638921
0.1134254839,0.6901269044,-0.371802846,-0.9851507809
0.1301062372,0.7316175364,-0.4569961518,-0.7934920208
0.142589185,0.7680416556,-0.4568757089,-0.6018332608
0.1437214877,0.7376425787,-0.4529813872,-0.1226863606
0.1405178994,0.7828303957,-0.4154031901,0.1648017794
0.1384189966,0.7650291345,-0.3262352673,0.1648017794
0.1407940708,0.7904986313,-0.2357023245,0.1648017794
0.1500181959,0.7349039231,-0.1590203197,0.1648017794
0.1571434184,0.6831433327,-0.1102409293,0.1648017794
0.159021384,0.8119970776,-0.1029742053,0.1648017794
0.1581376354,0.7941958163,-0.08514865023,0.1648017794
0.1594356411,0.7791332107,-0.04146801087,0.1648017794
0.1583861897,0.7620166133,-0.01930651002,0.1648017794
0.1556520927,0.6636988781,-0.02047079177,0.06897239942
0.1547683442,0.6805416099,-0.02388334172,-0.02685698061
0.1587175954,0.709571359,-0.0241242276,-0.02685698061
0.160595561,0.7082020312,0.004942668449,-0.02685698061
0.1589385325,0.7618796805,0.03826521502,-0.02685698061
0.1556520927,0.7870753118,0.03959008735,-0.02685698061
0.150625773,0.792552623,0.03593665152,-0.1226863606
0.1457375391,0.7516097221,0.03417015508,-0.1226863606
0.1444671506,0.6663006009,0.03609724211,-0.1226863606
0.1507086245,0.6775290888,0.009720238379,-0.1226863606
0.1612859895,0.7989884636,-0.07053490692,-0.02685698061
0.1671684406,0.793785018,-0.1269423502,-0.02685698061
0.168217892,0.7502403943,-0.1269022026,-0.02685698061
0.1703444118,0.7824195974,-0.1192340021,-0.02685698061
0.171559566,0.7098452246,-0.04588425198,-0.02685698061
0.1657599664,0.6649312731,0.06307646054,-0.02685698061
0.1552102185,0.7220322419,0.101176577,-0.02685698061
0.1421473107,0.7464062765,0.1009758388,-0.02685698061
0.1282558887,0.8277443472,0.1361050295,-0.02685698061
0.1145577867,0.8273335488,0.1743255889,-0.02685698061
0.1018262846,0.7421613604,0.172840126,-0.1226863606
0.0961923878,0.7904986313,0.1214511385,-0.1226863606
0.09461821076,0.7705064456,-0.003287599078,-0.1226863606
0.09461821076,0.6856081227,-0.09197375013,-0.1226863606
0.09815320483,0.7349039231,-0.1331250878,-0.02685698061
0.1041737416,0.7443522849,-0.1605057827,-0.02685698061
0.1058307701,0.7301112759,-0.1588597292,-0.02685698061
0.1037594845,0.7788593451,-0.1598232727,0.06897239942
0.1035661645,0.7631120756,-0.1610277021,0.06897239942
0.1079020557,0.7353147214,-0.1608671115,0.06897239942
0.1116303697,0.7699587145,-0.1601846015,0.06897239942
0.1132873982,0.75790863,-0.1581370715,0.06897239942
0.1175680551,0.7674939245,-0.1582575145,0.06897239942
0.1158557923,0.793785018,-0.1558486557,-0.02685698061
0.1082058442,0.7391488393,-0.155125998,-0.02685698061
0.104063273,0.7190197208,-0.1554873268,-0.02685698061
0.1078468214,0.7191566535,-0.1523959581,-0.02685698061
0.1154691523,0.6660267354,-0.1502681328,-0.1226863606
0.1158834095,0.6752012315,-0.151271824,-0.1226863606
0.1162976666,0.7239493008,-0.1550055551,-0.1226863606
0.1124036497,0.7609211511,-0.1541223069,-0.02685698061
0.1112161126,0.823499431,-0.1517937434,0.06897239942
0.1123207982,0.8111754809,-0.1517535957,-0.02685698061
0.108951507,0.7413397637,-0.1516733004,-0.02685698061
0.1104980669,0.7684524539,-0.1896128263,-0.02685698061
0.1127074382,0.7129946785,-0.2338956804,-0.1226863606
0.1101942784,0.6323412718,-0.2391550221,-0.1226863606
0.09895410192,0.7268248892,-0.2398375321,-0.1226863606
0.08782439403,0.7150486702,-0.2334942039,-0.2185157407
0.0865263884,0.6521965247,-0.2375491162,-0.2185157407
0.09395539937,0.7410658982,-0.2766529239,-0.3143451207
0.1087858042,0.8004947242,-0.3135084634,-0.3143451207
0.1238923804,0.7166918635,-0.3134281681,-0.2185157407
0.1351877911,0.7592779577,-0.314913631,-0.1226863606
0.1432796135,0.7773530845,-0.257221463,-0.1226863606
0.1488306589,0.7012184595,-0.1339280407,-0.02685698061
0.1552102185,0.6824586688,-0.06977210163,0.06897239942
0.1589385325,0.7171026619,-0.07061520221,0.06897239942
0.1531113157,0.6949195517,-0.07290361806,0.1648017794
0.1392475109,0.7815980007,-0.073024061,0.2606311595
0.1246656603,0.8087106909,-0.07314450394,0.3564605395
0.1178718436,0.6935502239,-0.07326494688,0.3564605395
0.1226219919,0.7184719897,-0.07342553746,0.3564605395
0.1327298656,0.7550330416,-0.0735459804,0.2606311595
0.1361267739,0.7451738815,-0.07479055744,0.2606311595
0.1357125168,0.7825565301,-0.07736000682,0.1648017794
0.1319565856,0.7751621601,-0.07659720153,0.1648017794
0.1336136141,0.7013553923,-0.07226125571,0.06897239942
0.1352154083,0.7314806036,-0.07117726926,0.06897239942
0.1240857004,0.76776779,-0.07583439625,-0.02685698061
0.1162148151,0.7495557304,-0.08253905321,-0.02685698061
0.118148015,0.7618796805,-0.1363368995,0.06897239942
0.1304928771,0.7303851414,-0.2129386089,0.06897239942
0.1418711393,0.6961519467,-0.2458998267,0.06897239942
0.1417882879,0.7216214436,-0.2598712077,0.06897239942
0.1388608709,0.6817740049,-0.2585463353,0.06897239942
0.1372866939,0.7195674519,-0.2568601342,0.06897239942
0.1303824086,0.83774044,-0.2515606449,0.06897239942
0.1207992606,0.7555807727,-0.2384323645,0.1648017794
0.1127902896,0.6701347187,-0.198967228,0.1648017794
0.116380518,0.6888945094,-0.1627139032,0.06897239942
0.1289187001,0.6690392565,-0.1641993661,-0.02685698061
0.1360991568,0.7214845108,-0.1646008426,-0.02685698061
0.1430586764,0.8178851871,-0.1650424667,0.06897239942
0.1472564818,0.752294386,-0.1654840908,0.06897239942
0.1504600702,0.718882788,-0.1659257149,0.06897239942
0.1524208872,0.7602364872,-0.1663271914,0.06897239942
0.1422301621,0.7103929557,-0.1670899967,0.06897239942
0.1275930773,0.7186089224,-0.1245334914,0.06897239942
0.125770346,0.7995361947,-0.07635631565,0.06897239942
0.1348840026,0.7695479162,-0.0803710803,0.1648017794
0.1393855966,0.7776269501,-0.08213757675,0.1648017794
0.1381980595,0.7369579148,-0.08205728145,0.06897239942
0.1357125168,0.6894422405,-0.08370333496,-0.1226863606
0.1275930773,0.8040549764,-0.08390407319,-0.2185157407
0.1110227926,0.7872122446,-0.08181639557,-0.3143451207
0.08439986853,0.6954672828,-0.07912650326,-0.5060038807
0.05846737297,0.7019031234,-0.08282008674,-0.6018332608
0.04283607107,0.6804046771,-0.1762436601,-0.6976626408
0.0360146372,0.7190197208,-0.347393077,-0.8893214009
0.03562799723,0.83281086,-0.460729883,-0.7934920208
0.04269798536,0.7694109834,-0.5219148962,-0.6018332608
0.05214304764,0.7147748046,-0.5458830411,-0.5060038807
0.06186428133,0.7599626216,-0.5417879812,-0.4101745007
0.07130934361,0.7303851414,-0.5424303435,-0.3143451207
0.08003636022,0.7354516542,-0.5456823029,-0.2185157407
0.07757843466,0.7768053534,-0.5441165447,-0.1226863606
0.06702868673,0.7361363181,-0.4924866713,-0.02685698061
0.05871592724,0.7532529155,-0.436761738,0.06897239942
0.05625800168,0.7409289654,-0.4363201139,0.2606311595
0.07122649219,0.6838279966,-0.4336302216,0.2606311595
0.09787703341,0.7060111068,-0.432907564,0.1648017794
0.1220144148,0.6728733743,-0.4039209632,0.1648017794
0.1389989566,0.7121730818,-0.3708393025,0.1648017794
0.1484440189,0.8036441781,-0.3366736554,0.1648017794
0.1553483042,0.7302482086,-0.2667766029,0.1648017794
0.1594356411,0.7228538386,-0.2264683658,0.1648017794
0.1554311556,0.7757098912,-0.2236981782,0.1648017794
0.146897459,0.738053377,-0.1879266252,0.1648017794
0.134580214,0.7679047228,-0.1444467241,0.1648017794
0.121462072,0.7610580839,-0.1473775023,0.06897239942
0.1188660607,0.6446652219,-0.1500272469,-0.02685698061
0.1320670542,0.7086128296,-0.1503082805,0.06897239942
0.1396893851,0.803096447,-0.1589801721,0.06897239942
0.1396893851,0.7825565301,-0.1737946536,0.06897239942
0.1396893851,0.7683155211,-0.1794956194,0.1648017794
0.1396893851,0.716417998,-0.1778094183,0.1648017794
0.1383361452,0.6471300119,-0.1752399689,0.1648017794
0.1361543911,0.7383272426,-0.1768458748,0.1648017794
0.1293881915,0.8073413631,-0.1784919283,0.2606311595
0.123809529,0.6850603916,-0.1765246936,0.2606311595
0.1218210948,0.6657528698,-0.1756414454,0.2606311595
0.1248589803,0.6902638372,-0.1729515531,0.2606311595
0.1372866939,0.7138162752,-0.1635168561,0.3564605395
0.1475326532,0.8076152287,-0.1071495605,0.3564605395
0.1569500984,0.7955651441,-0.04845370136,0.3564605395
0.1606784124,0.7312067381,-0.01139742366,0.3564605395
0.1604574753,0.7750252273,0.05307969657,0.3564605395
0.1602641553,0.7574978316,0.1193634609,0.3564605395
0.1600432182,0.7187458552,0.1594709597,0.4522899195
0.1538293614,0.7529790499,0.1593906644,0.3564605395
0.1441081277,0.6861558538,0.1586278591,0.2606311595
0.1388056366,0.6790353493,0.1575438727,0.3564605395
0.138087591,0.7931003541,0.1485507999,0.3564605395
0.1442462134,0.7931003541,0.1003334765,0.3564605395
0.1525037386,0.7479125371,0.05769667591,0.3564605395
0.1638267665,0.7751621601,0.05757623297,0.4522899195
0.1764754172,0.6821848033,0.05805800473,0.4522899195
0.1849538795,0.686703585,0.06090848763,0.4522899195
0.183296851,0.8299352716,0.06379911817,0.5481192996
0.1797342398,0.7543483777,0.06243409819,0.5481192996
0.1764201829,0.7239493008,0.06444148052,0.6439486796
0.1642686408,0.7713280423,0.06813506399,0.6439486796
0.1549616642,0.7362732509,0.0993297853,0.7397780596
0.1453232819,0.7433937554,0.1346597142,0.7397780596
0.1424510993,0.7824195974,0.130484359,0.7397780596
0.1475602704,0.7416136293,0.1263491514,0.7397780596
0.15355319,0.7600995544,0.1275535808,0.7397780596
0.2219332315,0.7889923707,0.1235388161,0.8356074396
0.3011115753,0.7544853105,0.1528867457,0.8356074396
0.3576162461,0.7025877873,0.2968562059,1.21892496
0.4083765515,0.6661636681,0.4379350356,1.0272662
0.3951203238,0.7029985856,0.4587315165,0.2606311595
0.3843772559,0.735588587,0.4372525256,-0.1226863606
0.3787709762,0.7049156445,0.3234339479,-0.02685698061
0.381477456,0.7528421171,0.165573402,-0.02685698061
0.3919719697,0.8299352716,0.09812535591,0.06897239942
0.3990143407,0.7203890486,0.09643915476,0.06897239942
0.4032949976,0.696562745,0.09712166475,0.06897239942
0.4088460429,0.7317544692,0.09740269827,0.1648017794
0.4152256026,0.6905377028,0.09748299356,0.1648017794
0.4222955907,0.7016292579,0.09684063122,0.1648017794
0.4301112416,0.784473589,0.10061451,0.2606311595
0.4369326755,0.7773530845,0.09961081883,0.2606311595
0.4329558072,0.791320228,0.09973126177,0.3564605395
0.4279018703,0.8337693894,0.1031036641,0.3564605395
0.4252506248,0.7799548073,0.1364262106,0.3564605395
0.4284818303,0.7779008157,0.2064035584,0.3564605395
0.4395563039,0.7077912329,0.2408903868,0.4522899195
0.4507688632,0.6412419024,0.2388027091,0.4522899195
0.4621471254,0.7599626216,0.2382004944,0.4522899195
0.5698263588,0.7788593451,0.2905128778,0.5481192996
0.7158381841,0.7198413174,0.4301062446,0.8356074396
0.7307238232,0.7332607298,0.5817439053,0.9314368197
0.6985498538,0.7585932938,0.6493123943,0.5481192996
0.6703803698,0.7080650985,0.6499949043,0.2606311595
0.6537548508,0.7401073687,0.6249427729,-0.02685698061
0.6579802734,0.7490079993,0.4932986401,-0.4101745007
0.6758761809,0.6673960631,0.3515774481,-0.5060038807
0.6865087802,0.6741057693,0.2942064613,-0.4101745007
0.6894638143,0.7029985856,0.2604422906,-0.3143451207
0.6890219401,0.7328499314,0.2600408141,-0.2185157407
0.688607683,0.8258272883,0.2614058341,-0.1226863606
0.692915957,0.7731081684,0.2631723305,-0.02685698061
0.7008420765,0.6438436252,0.2631723305,0.1648017794
0.7002344994,0.7157333341,0.2605225859,0.2606311595
0.6944072826,0.8184329182,0.2612452435,0.3564605395
0.6878896373,0.7848843874,0.2873010661,0.3564605395
0.6777541465,0.7511989238,0.3447523482,0.3564605395
0.6723688039,0.725044763,0.3835349747,0.3564605395
0.6843822604,0.671230181,0.3840167464,0.3564605395
0.6996545394,0.6738319038,0.3811261159,0.4522899195
0.7055922248,0.7418874948,0.3779544518,0.4522899195
0.7105080759,0.7224430402,0.3761076601,0.4522899195
0.7123031901,0.7266879564,0.3773522371,0.4522899195
0.7156724813,0.7700956473,0.3813268541,0.4522899195
0.7080225332,0.7359993853,0.3844182229,0.4522899195
0.69095514,0.739285772,0.3853817664,0.2606311595
0.680018752,0.7668092606,0.3812465588,0.1648017794
0.6810405863,0.7149117374,0.3674759161,0.1648017794
0.6953738825,0.6964258123,0.3322664301,0.1648017794
0.7073873389,0.7006707284,0.2881441667,0.1648017794
0.7124688929,0.7336715281,0.2378391656,0.1648017794
0.7139602185,0.8334955239,0.2035932232,0.2606311595
0.721085441,0.775846824,0.2094547796,0.2606311595
0.7216654009,0.6506902641,0.2567085595,0.2606311595
0.7048741791,0.6804046771,0.3439895429,0.2606311595
0.6969480596,0.704641779,0.3831334982,0.1648017794
0.6963128653,0.6993014006,0.3801625724,0.06897239942
0.7028581278,0.792552623,0.3777135659,-0.02685698061
0.7085472589,0.8341801878,0.3752645595,-0.02685698061
0.7111985044,0.753526781,0.3717717143,-0.02685698061
0.7173295098,0.7335345953,0.3560739845,-0.1226863606
0.717964704,0.7361363181,0.2862170796,-0.1226863606
0.7228253209,0.6586323653,0.223145127,-0.2185157407
0.7285973034,0.6645204748,0.2208567112,-0.2185157407
0.7235709837,0.6951934173,0.1931146875,-0.3143451207
0.7150649042,0.7157333341,0.1614381944,-0.2185157407
0.7122479558,0.774614429,0.1614381944,-0.02685698061
0.7213892295,0.7683155211,0.1614381944,-0.02685698061
0.7385394742,0.6979320728,0.1637266102,0.06897239942
0.7472388736,0.6752012315,0.1674201937,0.06897239942
0.7546126503,0.6894422405,0.1746467701,0.1648017794
0.7563249131,0.7087497624,0.2404487626,0.1648017794
0.7496415649,0.8029595142,0.3179337203,0.2606311595
0.7477912165,0.7906355641,0.3677970973,0.2606311595
0.7517680848,0.6843757277,0.4101127166,0.3564605395
0.7512985934,0.6860189211,0.4103536025,0.3564605395
0.7425715768,0.678624551,0.4486143096,0.2606311595
0.7369652971,0.6665744665,0.4900868284,0.1648017794
0.7418535311,0.7625643444,0.4879991508,0.06897239942
0.7490892221,0.7936480852,0.4858311779,-0.1226863606
0.7521823419,0.7428460243,0.4875575267,-0.2185157407
0.7416878283,0.7417505621,0.4884407749,-0.3143451207
0.7073597218,0.7499665288,0.5254569049,-0.4101745007
0.6782788722,0.7266879564,0.5662067661,-0.6018332608
0.6608800732,0.7765314879,0.559060485,-0.6976626408
0.6488389997,0.7327129986,0.4685275422,-0.7934920208
0.6412166687,0.6721887104,0.3118312781,-0.7934920208
0.6434812743,0.7843366563,0.2108599472,-0.5060038807
0.6622609303,0.809258422,0.1408023041,-0.3143451207
0.6924740827,0.7722865717,0.1053519323,-0.1226863606
0.7261117607,0.7518835877,0.1162720921,0.1648017794
0.755717336,0.6734211054,0.221780107,0.4522899195
0.7823678772,0.676159761,0.4118390654,0.6439486796
0.7852400599,0.747364806,0.5751596913,0.6439486796
0.7481226222,0.7384641754,0.6608749165,0.6439486796
0.6947939226,0.7495557304,0.7066432335,0.6439486796
0.6338152749,0.8133664054,0.7537364228,0.7397780596
0.5620935593,0.7835150596,0.7527327316,-0.1226863606
0.4952324605,0.7386011081,0.6182381159,-0.7934920208
0.4555190115,0.7590040922,0.3125539357,-0.7934920208
0.4427322752,0.7023139217,0.03838565796,-0.7934920208
0.4391972811,0.6946456861,-0.1320009537,-0.7934920208
0.4398324753,0.7484602682,-0.2594295836,-0.7934920208
0.4506031604,0.6914962322,-0.3504844458,-0.6976626408
0.4646602852,0.6938240895,-0.3788688318,-0.6976626408
0.470680822,0.7051895101,-0.4080963184,-0.6976626408
0.4776679587,0.6962888795,-0.4422218179,-0.6976626408
0.4873339581,0.7854321185,-0.4400939927,-0.5060038807
0.4976903861,0.7868014463,-0.436882181,-0.4101745007
0.5044289685,0.7206629141,-0.4364807045,-0.4101745007
0.513321688,0.7491449321,-0.4079357279,-0.4101745007
0.5207783161,0.7618796805,-0.3356298166,-0.4101745007
0.519397459,0.7206629141,-0.256538953,-0.5060038807
0.5148406307,0.7920048919,-0.2184789842,-0.5060038807
0.5062240827,0.8052873714,-0.2188804606,-0.5060038807
0.4928021521,0.7527051844,-0.2192417894,-0.5060038807
0.4775022559,0.7802286729,-0.2226543394,-0.6018332608
0.4667315708,0.7302482086,-0.2888979561,-0.6976626408
0.4667315708,0.7457216126,-0.3887853005,-0.6976626408
0.4637765367,0.8677287186,-0.4371230668,-0.6976626408
0.4623680625,0.7921418247,-0.4518171054,-0.6018332608
0.4689409421,0.6517857264,-0.4474811596,-0.5060038807
0.4738844104,0.6868405177,-0.4467183543,-0.5060038807
0.4758452274,0.725044763,-0.4728143246,-0.4101745007
0.482611427,0.7562654366,-0.5021221065,-0.3143451207
0.4915317636,0.8255534227,-0.5008775294,-0.3143451207
0.5024957686,0.8139141365,-0.5006767912,-0.2185157407
0.5164148078,0.77023258,-0.500476053,-0.02685698061
0.5312728297,0.7551699744,-0.494453906,0.06897239942
0.5453575717,0.6549351803,-0.4211443035,0.06897239942
0.5541674398,0.6534289197,-0.3440206747,0.06897239942
0.5671474961,0.726277158,-0.3117419669,0.06897239942
0.5766201755,0.7339453937,-0.2394360556,0.06897239942
0.5716490901,0.7891293035,-0.14332259,0.06897239942
0.569274016,0.7952912786,-0.0553189489,0.06897239942
0.5760954498,0.7195674519,-0.02508777111,0.06897239942
0.5831930551,0.7450369487,-0.02215699292,0.06897239942
0.5797409125,0.7813241351,-0.02741633461,0.06897239942
0.5738584614,0.6654790042,-0.03339833393,0.06897239942
0.5699368274,0.6530181214,-0.02982519339,0.06897239942
0.5675065189,0.7101190901,-0.03279611923,-0.02685698061
0.5685559703,0.730659007,-0.03408084392,-0.02685698061
0.5732508843,0.8321261961,-0.03275597159,-0.02685698061
0.5775867755,0.8269227505,-0.03448232039,-0.02685698061
0.5826407123,0.6951934173,-0.03235449512,-0.02685698061
0.5891307405,0.6943718206,-0.02990548869,-0.1226863606
0.5871975406,0.7557177055,-0.03070844162,-0.1226863606
0.5847119979,0.7161441324,-0.02878135459,-0.02685698061
0.5784152897,0.7524313188,-0.02938356928,0.06897239942
0.5667056218,0.8128186743,-0.02998578398,0.06897239942
0.5666503876,0.753526781,-0.03082888456,-0.02685698061
0.5766201755,0.7922787574,-0.02946386458,-0.02685698061
0.5880260548,0.7443522849,0.01281160716,-0.02685698061
0.6021660311,0.6735580382,0.08640224314,-0.02685698061
0.6145108932,0.7963867408,0.1193233132,-0.1226863606
0.623265527,0.7779008157,0.1451783976,-0.1226863606
0.6284299324,0.7227169058,0.1774169577,-0.1226863606
0.6339809777,0.7532529155,0.2098161084,0.06897239942
0.6372674175,0.7505142599,0.2564275259,0.1648017794
0.6333734006,0.7846105218,0.3039221917,0.1648017794
